,label,Disease Name,circBase ID
120,0,Multiple sclerosis,hsa_circ_0061276
121,0,Multiple sclerosis,hsa_circ_0000181
122,0,Thoracic aortic dissection,hsa_circ_0058246
123,0,Systemic lupus erythematosus,hsa_circ_0128843
124,0,Multiple sclerosis,hsa_circ_0032821
125,0,Systemic lupus erythematosus,hsa_circ_0076305
126,0,Systemic lupus erythematosus,hsa_circ_0035431
127,0,Systemic lupus erythematosus,hsa_circ_0047905
128,0,Systemic lupus erythematosus,hsa_circ_0138960
129,0,Systemic lupus erythematosus,hsa_circ_0076304
130,0,Thoracic aortic dissection,hsa_circ_0089548
131,0,Thoracic aortic dissection,hsa_circ_0006633
132,0,Systemic lupus erythematosus,hsa_circ_0000026
133,0,Thoracic aortic dissection,hsa_circ_0013048
134,0,Thoracic aortic dissection,hsa_circ_0001561
135,0,Systemic lupus erythematosus,hsa_circ_0092341
136,0,Systemic lupus erythematosus,hsa_circ_0001561
137,0,Thoracic aortic dissection,hsa_circ_0000026
138,0,Thoracic aortic dissection,hsa_circ_0031027
139,0,Thoracic aortic dissection,hsa_circ_0001895
140,0,Thoracic aortic dissection,hsa_circ_0000627
141,0,Systemic lupus erythematosus,hsa_circ_0005927
142,0,Thoracic aortic dissection,hsa_circ_0092330
143,0,Thoracic aortic dissection,hsa_circ_0001539
144,0,Thoracic aortic dissection,hsa_circ_0000326
145,0,Thoracic aortic dissection,hsa_circ_0000291
146,0,Thoracic aortic dissection,hsa_circ_0092283
147,0,Multiple sclerosis,hsa_circ_0000144
148,0,Thoracic aortic dissection,hsa_circ_0000190
149,0,Systemic lupus erythematosus,hsa_circ_0061274
150,0,Systemic lupus erythematosus,hsa_circ_0005529
151,0,Systemic lupus erythematosus,hsa_circ_0032821
152,0,Thoracic aortic dissection,hsa_circ_0092341
153,0,Multiple sclerosis,hsa_circ_0076305
154,0,Thoracic aortic dissection,hsa_circ_0005927
155,0,Thoracic aortic dissection,hsa_circ_0061274
156,0,Systemic lupus erythematosus,hsa_circ_0000745
157,0,Systemic lupus erythematosus,hsa_circ_0000181
158,0,Thoracic aortic dissection,hsa_circ_0000181
159,0,Thoracic aortic dissection,hsa_circ_0008383
160,0,Thoracic aortic dissection,hsa_circ_0005529
161,0,Thoracic aortic dissection,hsa_circ_0032821
162,0,Thoracic aortic dissection,hsa_circ_0000144
163,0,Thoracic aortic dissection,hsa_circ_0000745
164,0,Systemic lupus erythematosus,hsa_circ_0001017
165,0,Thoracic aortic dissection,hsa_circ_0006127
166,0,Thoracic aortic dissection,hsa_circ_0035431
167,0,Thoracic aortic dissection,hsa_circ_0006022
168,0,Thoracic aortic dissection,hsa_circ_0031979
169,0,Thoracic aortic dissection,hsa_circ_0076304
170,0,Thoracic aortic dissection,hsa_circ_0069131
171,0,Systemic lupus erythematosus,hsa_circ_0000144
172,0,Systemic lupus erythematosus,hsa_circ_0000627
173,0,Systemic lupus erythematosus,hsa_circ_0006127
174,0,Multiple sclerosis,hsa_circ_0000745
175,0,Multiple sclerosis,hsa_circ_0006633
176,0,Multiple sclerosis,hsa_circ_0031027
177,0,Multiple sclerosis,hsa_circ_0013048
178,0,Thoracic aortic dissection,hsa_circ_0001017
179,0,Thoracic aortic dissection,hsa_circ_0074362
180,0,Multiple sclerosis,hsa_circ_0008383
181,0,Systemic lupus erythematosus,hsa_circ_0001895
182,0,Multiple sclerosis,hsa_circ_0138960
183,0,Multiple sclerosis,hsa_circ_0047905
184,0,Multiple sclerosis,hsa_circ_0000140
185,0,Systemic lupus erythematosus,hsa_circ_0000190
186,0,Multiple sclerosis,hsa_circ_0092283
187,0,Multiple sclerosis,hsa_circ_0000291
188,0,Multiple sclerosis,hsa_circ_0000326
189,0,Systemic lupus erythematosus,hsa_circ_0074362
190,0,Systemic lupus erythematosus,hsa_circ_0061276
191,0,Systemic lupus erythematosus,hsa_circ_0006633
192,0,Thoracic aortic dissection,hsa_circ_0061276
193,0,Systemic lupus erythematosus,hsa_circ_0058246
194,0,Systemic lupus erythematosus,hsa_circ_0091742
195,0,Systemic lupus erythematosus,hsa_circ_0089548
196,0,Systemic lupus erythematosus,hsa_circ_0003707
197,0,Systemic lupus erythematosus,hsa_circ_0085553
198,0,Systemic lupus erythematosus,hsa_circ_0006022
199,0,Systemic lupus erythematosus,hsa_circ_0031979
200,0,Systemic lupus erythematosus,hsa_circ_0069131
201,0,Multiple sclerosis,hsa_circ_0000627
202,0,Multiple sclerosis,hsa_circ_0092330
203,0,Multiple sclerosis,hsa_circ_0001539
204,0,Thoracic aortic dissection,hsa_circ_0076305
205,0,Thoracic aortic dissection,hsa_circ_0003159
206,0,Multiple sclerosis,hsa_circ_0128843
207,0,Multiple sclerosis,hsa_circ_0058246
208,0,Systemic lupus erythematosus,hsa_circ_0000140
209,0,Multiple sclerosis,hsa_circ_0092341
210,0,Multiple sclerosis,hsa_circ_0089548
211,0,Thoracic aortic dissection,hsa_circ_0128843
212,0,Multiple sclerosis,hsa_circ_0003707
213,0,Multiple sclerosis,hsa_circ_0001561
214,0,Multiple sclerosis,hsa_circ_0085553
215,0,Multiple sclerosis,hsa_circ_0001895
216,0,Thoracic aortic dissection,hsa_circ_0047905
217,0,Multiple sclerosis,hsa_circ_0006022
218,0,Multiple sclerosis,hsa_circ_0069131
219,0,Multiple sclerosis,hsa_circ_0031979
220,0,Multiple sclerosis,hsa_circ_0000190
221,0,Thoracic aortic dissection,hsa_circ_0138960
222,0,Thoracic aortic dissection,hsa_circ_0000140
223,0,Multiple sclerosis,hsa_circ_0091742
224,0,Facet joint osteoarthritis,hsa_circ_0085553
225,0,Osteoarthritis,hsa_circ_0005927
226,0,Osteoarthritis,hsa_circ_0069131
227,0,Facet joint osteoarthritis,hsa_circ_0006022
228,0,Osteoarthritis,hsa_circ_0031979
229,0,Facet joint osteoarthritis,hsa_circ_0000745
230,0,Osteoarthritis,hsa_circ_0006022
231,0,Osteoarthritis,hsa_circ_0085553
232,0,Facet joint osteoarthritis,hsa_circ_0000181
233,0,Osteoarthritis,hsa_circ_0003707
234,0,Facet joint osteoarthritis,hsa_circ_0000190
235,0,Facet joint osteoarthritis,hsa_circ_0089548
236,0,Facet joint osteoarthritis,hsa_circ_0006127
237,0,Diabetic retinopathy,hsa_circ_0008383
238,0,Osteoarthritis,hsa_circ_0000190
239,0,Osteoarthritis,hsa_circ_0128843
240,0,Diabetic retinopathy,hsa_circ_0013048
241,0,Osteoarthritis,hsa_circ_0061274
242,0,Pulmonary tuberculosis,hsa_circ_0000140
243,0,Facet joint osteoarthritis,hsa_circ_0074362
244,0,Facet joint osteoarthritis,hsa_circ_0001017
245,0,Facet joint osteoarthritis,hsa_circ_0061276
246,0,Osteoarthritis,hsa_circ_0005529
247,0,Facet joint osteoarthritis,hsa_circ_0006633
248,0,Facet joint osteoarthritis,hsa_circ_0058246
249,0,Osteoarthritis,hsa_circ_0000140
250,0,Facet joint osteoarthritis,hsa_circ_0091742
251,0,Osteoarthritis,hsa_circ_0001561
252,0,Pulmonary tuberculosis,hsa_circ_0031027
253,0,Facet joint osteoarthritis,hsa_circ_0031979
254,0,Pulmonary tuberculosis,hsa_circ_0008383
255,0,Pulmonary tuberculosis,hsa_circ_0031979
256,0,Pulmonary tuberculosis,hsa_circ_0006022
257,0,Pulmonary tuberculosis,hsa_circ_0085553
258,0,Pulmonary tuberculosis,hsa_circ_0003707
259,0,Pulmonary tuberculosis,hsa_circ_0089548
260,0,Pulmonary tuberculosis,hsa_circ_0091742
261,0,Diabetic retinopathy,hsa_circ_0138960
262,0,Osteoarthritis,hsa_circ_0000326
263,0,Osteoarthritis,hsa_circ_0001539
264,0,Osteoarthritis,hsa_circ_0000291
265,0,Facet joint osteoarthritis,hsa_circ_0001895
266,0,Diabetic retinopathy,hsa_circ_0128843
267,0,Pulmonary tuberculosis,hsa_circ_0058246
268,0,Osteoarthritis,hsa_circ_0092330
269,0,Facet joint osteoarthritis,hsa_circ_0000026
270,0,Facet joint osteoarthritis,hsa_circ_0076304
271,0,Facet joint osteoarthritis,hsa_circ_0069131
272,0,Pulmonary tuberculosis,hsa_circ_0006633
273,0,Facet joint osteoarthritis,hsa_circ_0035431
274,0,Facet joint osteoarthritis,hsa_circ_0076305
275,0,Diabetic retinopathy,hsa_circ_0047905
276,0,Diabetic retinopathy,hsa_circ_0000627
277,0,Pulmonary tuberculosis,hsa_circ_0069131
278,0,Osteoarthritis,hsa_circ_0000627
279,0,Diabetic retinopathy,hsa_circ_0000326
280,0,Diabetic retinopathy,hsa_circ_0000291
281,0,Pulmonary tuberculosis,hsa_circ_0001895
282,0,Diabetic retinopathy,hsa_circ_0092283
283,0,Pulmonary tuberculosis,hsa_circ_0128843
284,0,Osteoarthritis,hsa_circ_0047905
285,0,Osteoarthritis,hsa_circ_0032821
286,0,Osteoarthritis,hsa_circ_0138960
287,0,Osteoarthritis,hsa_circ_0008383
288,0,Osteoarthritis,hsa_circ_0000144
289,0,Diabetic retinopathy,hsa_circ_0001539
290,0,Osteoarthritis,hsa_circ_0013048
291,0,Pulmonary tuberculosis,hsa_circ_0138960
292,0,Osteoarthritis,hsa_circ_0092341
293,0,Osteoarthritis,hsa_circ_0031027
294,0,Pulmonary tuberculosis,hsa_circ_0047905
295,0,Diabetic retinopathy,hsa_circ_0092330
296,0,Osteoarthritis,hsa_circ_0092283
297,0,Pulmonary tuberculosis,hsa_circ_0013048
298,0,Diabetic retinopathy,hsa_circ_0000140
299,0,Pulmonary tuberculosis,hsa_circ_0001539
300,0,Osteoarthritis,hsa_circ_0091742
301,0,Pulmonary tuberculosis,hsa_circ_0005927
302,0,Diabetic retinopathy,hsa_circ_0000181
303,0,Pulmonary tuberculosis,hsa_circ_0092341
304,0,Pulmonary tuberculosis,hsa_circ_0001561
305,0,Diabetic retinopathy,hsa_circ_0001561
306,0,Diabetic retinopathy,hsa_circ_0092341
307,0,Diabetic retinopathy,hsa_circ_0069131
308,0,Facet joint osteoarthritis,hsa_circ_0000627
309,0,Facet joint osteoarthritis,hsa_circ_0092330
310,0,Facet joint osteoarthritis,hsa_circ_0001539
311,0,Osteoarthritis,hsa_circ_0089548
312,0,Facet joint osteoarthritis,hsa_circ_0000291
313,0,Facet joint osteoarthritis,hsa_circ_0092283
314,0,Diabetic retinopathy,hsa_circ_0061276
315,0,Diabetic retinopathy,hsa_circ_0001017
316,0,Facet joint osteoarthritis,hsa_circ_0031027
317,0,Facet joint osteoarthritis,hsa_circ_0013048
318,0,Facet joint osteoarthritis,hsa_circ_0008383
319,0,Diabetic retinopathy,hsa_circ_0074362
320,0,Diabetic retinopathy,hsa_circ_0000745
321,0,Pulmonary tuberculosis,hsa_circ_0003159
322,0,Pulmonary tuberculosis,hsa_circ_0074362
323,0,Pulmonary tuberculosis,hsa_circ_0001017
324,0,Pulmonary tuberculosis,hsa_circ_0000181
325,0,Diabetic retinopathy,hsa_circ_0031979
326,0,Diabetic retinopathy,hsa_circ_0006022
327,0,Diabetic retinopathy,hsa_circ_0085553
328,0,Diabetic retinopathy,hsa_circ_0003707
329,0,Diabetic retinopathy,hsa_circ_0089548
330,0,Diabetic retinopathy,hsa_circ_0091742
331,0,Diabetic retinopathy,hsa_circ_0058246
332,0,Diabetic retinopathy,hsa_circ_0006633
333,0,Diabetic retinopathy,hsa_circ_0076305
334,0,Diabetic retinopathy,hsa_circ_0035431
335,0,Diabetic retinopathy,hsa_circ_0076304
336,0,Diabetic retinopathy,hsa_circ_0005927
337,0,Diabetic retinopathy,hsa_circ_0000026
338,0,Facet joint osteoarthritis,hsa_circ_0092341
339,0,Facet joint osteoarthritis,hsa_circ_0005927
340,0,Facet joint osteoarthritis,hsa_circ_0061274
341,0,Facet joint osteoarthritis,hsa_circ_0005529
342,0,Facet joint osteoarthritis,hsa_circ_0032821
343,0,Facet joint osteoarthritis,hsa_circ_0000144
344,0,Pulmonary tuberculosis,hsa_circ_0000144
345,0,Pulmonary tuberculosis,hsa_circ_0032821
346,0,Pulmonary tuberculosis,hsa_circ_0005529
347,0,Pulmonary tuberculosis,hsa_circ_0061274
348,0,Pulmonary tuberculosis,hsa_circ_0061276
349,0,Diabetic retinopathy,hsa_circ_0006127
350,0,Facet joint osteoarthritis,hsa_circ_0001561
351,0,Pulmonary tuberculosis,hsa_circ_0000745
352,0,Facet joint osteoarthritis,hsa_circ_0000326
353,0,Pulmonary tuberculosis,hsa_circ_0000326
354,0,Facet joint osteoarthritis,hsa_circ_0000140
355,0,Diabetic retinopathy,hsa_circ_0005529
356,0,Pulmonary tuberculosis,hsa_circ_0092330
357,0,Pulmonary tuberculosis,hsa_circ_0006127
358,0,Osteoarthritis,hsa_circ_0000181
359,0,Osteoarthritis,hsa_circ_0000745
360,0,Osteoarthritis,hsa_circ_0006127
361,0,Osteoarthritis,hsa_circ_0000026
362,0,Pulmonary tuberculosis,hsa_circ_0000291
363,0,Osteoarthritis,hsa_circ_0076304
364,0,Pulmonary tuberculosis,hsa_circ_0092283
365,0,Diabetic retinopathy,hsa_circ_0032821
366,0,Diabetic retinopathy,hsa_circ_0000144
367,0,Osteoarthritis,hsa_circ_0035431
368,0,Osteoarthritis,hsa_circ_0076305
369,0,Osteoarthritis,hsa_circ_0006633
370,0,Osteoarthritis,hsa_circ_0058246
371,0,Pulmonary tuberculosis,hsa_circ_0000627
372,0,Osteoarthritis,hsa_circ_0061276
373,0,Facet joint osteoarthritis,hsa_circ_0047905
374,0,Pulmonary tuberculosis,hsa_circ_0035431
375,0,Pulmonary tuberculosis,hsa_circ_0076305
376,0,Facet joint osteoarthritis,hsa_circ_0128843
377,0,Pulmonary tuberculosis,hsa_circ_0076304
378,0,Osteoarthritis,hsa_circ_0074362
379,0,Diabetic retinopathy,hsa_circ_0061274
380,0,Osteoarthritis,hsa_circ_0001017
381,0,Facet joint osteoarthritis,hsa_circ_0003159
382,0,Diabetic retinopathy,hsa_circ_0003159
383,0,Pulmonary tuberculosis,hsa_circ_0000026
384,0,Osteoarthritis,hsa_circ_0003159
385,0,Diabetic retinopathy,hsa_circ_0000190
386,0,Diabetic retinopathy,hsa_circ_0001895
387,0,Facet joint osteoarthritis,hsa_circ_0138960
388,0,Infantile hemangioma,hsa_circ_0069131
389,0,Infantile hemangioma,hsa_circ_0047905
390,0,Infantile hemangioma,hsa_circ_0031979
391,0,Infantile hemangioma,hsa_circ_0000326
392,0,Infantile hemangioma,hsa_circ_0001539
393,0,Infantile hemangioma,hsa_circ_0006022
394,0,Infantile hemangioma,hsa_circ_0085553
395,0,Infantile hemangioma,hsa_circ_0000627
396,0,Infantile hemangioma,hsa_circ_0003707
397,0,Infantile hemangioma,hsa_circ_0000140
398,0,Infantile hemangioma,hsa_circ_0092330
399,0,Infantile hemangioma,hsa_circ_0128843
400,0,Infantile hemangioma,hsa_circ_0006127
401,0,Infantile hemangioma,hsa_circ_0000745
402,0,Infantile hemangioma,hsa_circ_0000026
403,0,Infantile hemangioma,hsa_circ_0076304
404,0,Infantile hemangioma,hsa_circ_0092283
405,0,Infantile hemangioma,hsa_circ_0035431
406,0,Infantile hemangioma,hsa_circ_0000181
407,0,Infantile hemangioma,hsa_circ_0031027
408,0,Infantile hemangioma,hsa_circ_0008383
409,0,Infantile hemangioma,hsa_circ_0076305
410,0,Infantile hemangioma,hsa_circ_0013048
411,0,Infantile hemangioma,hsa_circ_0000190
412,0,Infantile hemangioma,hsa_circ_0001895
413,0,Infantile hemangioma,hsa_circ_0006633
414,0,Infantile hemangioma,hsa_circ_0000291
415,0,Infantile hemangioma,hsa_circ_0138960
416,0,Lupus nephritis,hsa_circ_0031027
417,0,Lupus nephritis,hsa_circ_0013048
418,0,Repeated implantation failure,hsa_circ_0128843
419,0,Repeated implantation failure,hsa_circ_0047905
420,0,Repeated implantation failure,hsa_circ_0138960
421,0,Lupus nephritis,hsa_circ_0000291
422,0,Lupus nephritis,hsa_circ_0008383
423,0,Repeated implantation failure,hsa_circ_0001561
424,0,Repeated implantation failure,hsa_circ_0092341
425,0,Lupus nephritis,hsa_circ_0138960
426,0,Lupus nephritis,hsa_circ_0047905
427,0,Repeated implantation failure,hsa_circ_0013048
428,0,Repeated implantation failure,hsa_circ_0031027
429,0,Repeated implantation failure,hsa_circ_0008383
430,0,Lupus nephritis,hsa_circ_0128843
431,0,Lupus nephritis,hsa_circ_0000326
432,0,Lupus nephritis,hsa_circ_0092330
433,0,Repeated implantation failure,hsa_circ_0001895
434,0,Repeated implantation failure,hsa_circ_0000190
435,0,Ovarian endometriosis,hsa_circ_0008383
436,0,Infantile hemangioma,hsa_circ_0001561
437,0,Ovarian endometriosis,hsa_circ_0031027
438,0,Lupus nephritis,hsa_circ_0001539
439,0,Ovarian endometriosis,hsa_circ_0092283
440,0,Ovarian endometriosis,hsa_circ_0000326
441,0,Ovarian endometriosis,hsa_circ_0001539
442,0,Ovarian endometriosis,hsa_circ_0092330
443,0,Ovarian endometriosis,hsa_circ_0000627
444,0,Repeated implantation failure,hsa_circ_0000140
445,0,Lupus nephritis,hsa_circ_0000627
446,0,Ovarian endometriosis,hsa_circ_0000291
447,0,Ovarian endometriosis,hsa_circ_0000144
448,0,Ovarian endometriosis,hsa_circ_0032821
449,0,Repeated implantation failure,hsa_circ_0092283
450,0,Lupus nephritis,hsa_circ_0091742
451,0,Lupus nephritis,hsa_circ_0058246
452,0,Lupus nephritis,hsa_circ_0006633
453,0,Lupus nephritis,hsa_circ_0076305
454,0,Lupus nephritis,hsa_circ_0035431
455,0,Lupus nephritis,hsa_circ_0076304
456,0,Lupus nephritis,hsa_circ_0089548
457,0,Lupus nephritis,hsa_circ_0000026
458,0,Lupus nephritis,hsa_circ_0000745
459,0,Lupus nephritis,hsa_circ_0000181
460,0,Repeated implantation failure,hsa_circ_0000144
461,0,Repeated implantation failure,hsa_circ_0005927
462,0,Repeated implantation failure,hsa_circ_0032821
463,0,Repeated implantation failure,hsa_circ_0061274
464,0,Lupus nephritis,hsa_circ_0006127
465,0,Lupus nephritis,hsa_circ_0003707
466,0,Lupus nephritis,hsa_circ_0085553
467,0,Lupus nephritis,hsa_circ_0006022
468,0,Repeated implantation failure,hsa_circ_0000291
469,0,Ovarian endometriosis,hsa_circ_0005529
470,0,Ovarian endometriosis,hsa_circ_0061274
471,0,Ovarian endometriosis,hsa_circ_0005927
472,0,Ovarian endometriosis,hsa_circ_0092341
473,0,Ovarian endometriosis,hsa_circ_0001561
474,0,Repeated implantation failure,hsa_circ_0000326
475,0,Repeated implantation failure,hsa_circ_0001539
476,0,Repeated implantation failure,hsa_circ_0092330
477,0,Lupus nephritis,hsa_circ_0000140
478,0,Repeated implantation failure,hsa_circ_0000627
479,0,Lupus nephritis,hsa_circ_0000190
480,0,Lupus nephritis,hsa_circ_0001895
481,0,Lupus nephritis,hsa_circ_0069131
482,0,Lupus nephritis,hsa_circ_0031979
483,0,Ovarian endometriosis,hsa_circ_0047905
484,0,Repeated implantation failure,hsa_circ_0069131
485,0,Repeated implantation failure,hsa_circ_0031979
486,0,Repeated implantation failure,hsa_circ_0006022
487,0,Repeated implantation failure,hsa_circ_0003159
488,0,Infantile hemangioma,hsa_circ_0003159
489,0,Ovarian endometriosis,hsa_circ_0000181
490,0,Ovarian endometriosis,hsa_circ_0000745
491,0,Ovarian endometriosis,hsa_circ_0006127
492,0,Repeated implantation failure,hsa_circ_0074362
493,0,Ovarian endometriosis,hsa_circ_0061276
494,0,Repeated implantation failure,hsa_circ_0001017
495,0,Repeated implantation failure,hsa_circ_0061276
496,0,Ovarian endometriosis,hsa_circ_0076304
497,0,Ovarian endometriosis,hsa_circ_0035431
498,0,Ovarian endometriosis,hsa_circ_0076305
499,0,Lupus nephritis,hsa_circ_0001561
500,0,Lupus nephritis,hsa_circ_0092341
501,0,Ovarian endometriosis,hsa_circ_0000026
502,0,Ovarian endometriosis,hsa_circ_0001017
503,0,Ovarian endometriosis,hsa_circ_0074362
504,0,Ovarian endometriosis,hsa_circ_0003159
505,0,Infantile hemangioma,hsa_circ_0061276
506,0,Infantile hemangioma,hsa_circ_0001017
507,0,Lupus nephritis,hsa_circ_0003159
508,0,Lupus nephritis,hsa_circ_0074362
509,0,Lupus nephritis,hsa_circ_0001017
510,0,Lupus nephritis,hsa_circ_0061276
511,0,Infantile hemangioma,hsa_circ_0074362
512,0,Lupus nephritis,hsa_circ_0005927
513,0,Infantile hemangioma,hsa_circ_0089548
514,0,Lupus nephritis,hsa_circ_0061274
515,0,Lupus nephritis,hsa_circ_0032821
516,0,Infantile hemangioma,hsa_circ_0061274
517,0,Infantile hemangioma,hsa_circ_0005927
518,0,Infantile hemangioma,hsa_circ_0092341
519,0,Repeated implantation failure,hsa_circ_0000026
520,0,Repeated implantation failure,hsa_circ_0076304
521,0,Repeated implantation failure,hsa_circ_0035431
522,0,Infantile hemangioma,hsa_circ_0005529
523,0,Repeated implantation failure,hsa_circ_0076305
524,0,Repeated implantation failure,hsa_circ_0006633
525,0,Repeated implantation failure,hsa_circ_0058246
526,0,Repeated implantation failure,hsa_circ_0091742
527,0,Repeated implantation failure,hsa_circ_0089548
528,0,Repeated implantation failure,hsa_circ_0003707
529,0,Repeated implantation failure,hsa_circ_0085553
530,0,Ovarian endometriosis,hsa_circ_0128843
531,0,Infantile hemangioma,hsa_circ_0032821
532,0,Infantile hemangioma,hsa_circ_0000144
533,0,Ovarian endometriosis,hsa_circ_0000140
534,0,Ovarian endometriosis,hsa_circ_0006633
535,0,Ovarian endometriosis,hsa_circ_0058246
536,0,Ovarian endometriosis,hsa_circ_0091742
537,0,Ovarian endometriosis,hsa_circ_0089548
538,0,Ovarian endometriosis,hsa_circ_0003707
539,0,Ovarian endometriosis,hsa_circ_0085553
